id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL_Event_Count
89159,Evan,Mcleod,9,captain hook high school,neverland public schools,nps,nps89159,,4
57385,Jack,Thomas,12,captain hook high school,neverland public schools,nps,nps57385,,1
45094,Moses,Osborne,9,lucius fox high school,gotham city public schools,gcps,gcps45094,,2
21198,Emmanuel,Sykes,11,lost boys academy,neverland public schools,nps,nps21198,,0
69680,Thor,Dickson,9,lucius fox high school,gotham city public schools,gcps,gcps69680,healthcare,6
53504,Buckminster,Benjamin,10,captain hook high school,neverland public schools,nps,nps53504,manufacturing,4
94132,Hilel,Fernandez,9,captain hook high school,neverland public schools,nps,nps94132,manufacturing,2
27213,Petra,Sykes,11,james gordon center for learning,gotham city public schools,gcps,gcps27213,healthcare,3
32056,Jennifer,Ortiz,11,captain hook high school,neverland public schools,nps,nps32056,manufacturing,2
25851,Jonas,Rodgers,12,lost boys academy,neverland public schools,nps,nps25851,,2
22030,Carson,York,11,james gordon center for learning,gotham city public schools,gcps,gcps22030,healthcare,3
90001,Cassandra,Burns,12,lucius fox high school,gotham city public schools,gcps,gcps90001,,0
52205,Nevada,Berger,10,captain hook high school,neverland public schools,nps,nps52205,manufacturing,1
18210,Oliver,Le,11,captain hook high school,neverland public schools,nps,nps18210,,0
18974,Jescie,Ruiz,9,james gordon center for learning,gotham city public schools,gcps,gcps18974,healthcare,3
41352,Joshua,Morales,12,lost boys academy,neverland public schools,nps,nps41352,,1
13076,Carissa,Schmidt,12,lucius fox high school,gotham city public schools,gcps,gcps13076,,5
23622,Aristotle,Finch,11,james gordon center for learning,gotham city public schools,gcps,gcps23622,healthcare,1
33151,Pascale,Mills,11,james gordon center for learning,gotham city public schools,gcps,gcps33151,healthcare,1
83722,Lucas,Holt,10,lost boys academy,neverland public schools,nps,nps83722,,0
70673,Ulric,Kramer,11,lost boys academy,neverland public schools,nps,nps70673,manufacturing,2
75410,Clinton,Ortega,11,james gordon center for learning,gotham city public schools,gcps,gcps75410,,0
35077,Lars,Gonzalez,11,lucius fox high school,gotham city public schools,gcps,gcps35077,,3
28854,Belle,Gomez,12,captain hook high school,neverland public schools,nps,nps28854,,7
22718,Sebastian,Rodriguez,12,captain hook high school,neverland public schools,nps,nps22718,,3
17641,Yolanda,Bruce,12,james gordon center for learning,gotham city public schools,gcps,gcps17641,healthcare,2
43518,Serena,Sloan,12,captain hook high school,neverland public schools,nps,nps43518,manufacturing,1
75288,Dane,Cline,12,lost boys academy,neverland public schools,nps,nps75288,,1
41017,Luke,Perry,9,lucius fox high school,gotham city public schools,gcps,gcps41017,,0
35236,Nash,Hendrix,12,lost boys academy,neverland public schools,nps,nps35236,manufacturing,4
66813,Tanek,Hester,10,captain hook high school,neverland public schools,nps,nps66813,,1
79435,Brennan,Talley,9,lost boys academy,neverland public schools,nps,nps79435,,2
11030,Noah,Ellison,11,lost boys academy,neverland public schools,nps,nps11030,manufacturing,2
98273,Kameko,Guerrero,11,captain hook high school,neverland public schools,nps,nps98273,,2
58354,Dylan,Wood,9,lucius fox high school,gotham city public schools,gcps,gcps58354,healthcare,2
16802,Robert,Torres,11,lost boys academy,neverland public schools,nps,nps16802,manufacturing,2
33557,Marvin,Morin,12,james gordon center for learning,gotham city public schools,gcps,gcps33557,healthcare,1
95613,Colleen,Harvey,12,lucius fox high school,gotham city public schools,gcps,gcps95613,,1
33174,Zeph,Herring,12,captain hook high school,neverland public schools,nps,nps33174,manufacturing,0
25758,Aline,Holmes,12,captain hook high school,neverland public schools,nps,nps25758,manufacturing,3
35640,Rana,Morrison,9,lost boys academy,neverland public schools,nps,nps35640,,1
79334,Jacob,Newman,12,lost boys academy,neverland public schools,nps,nps79334,,2
56325,Uma,Rasmussen,11,lucius fox high school,gotham city public schools,gcps,gcps56325,,0
69828,Jarrod,Austin,11,captain hook high school,neverland public schools,nps,nps69828,,1
67969,Tashya,Hodges,9,lucius fox high school,gotham city public schools,gcps,gcps67969,healthcare,3
52907,Lee,Shaw,12,lucius fox high school,gotham city public schools,gcps,gcps52907,healthcare,1
95063,Madonna,Quinn,9,james gordon center for learning,gotham city public schools,gcps,gcps95063,,0
18692,Caesar,Hodge,9,lost boys academy,neverland public schools,nps,nps18692,,0
23697,Dalton,Sherman,9,captain hook high school,neverland public schools,nps,nps23697,,0
41971,Roary,Conway,11,james gordon center for learning,gotham city public schools,gcps,gcps41971,healthcare,2
40307,Mechelle,Suarez,9,lucius fox high school,gotham city public schools,gcps,gcps40307,healthcare,2
58807,Maisie,Griffith,12,captain hook high school,neverland public schools,nps,nps58807,,0
60287,Fredericka,Bridges,11,james gordon center for learning,gotham city public schools,gcps,gcps60287,healthcare,3
77125,Brady,Marks,11,lost boys academy,neverland public schools,nps,nps77125,,1
94017,Chadwick,Love,9,captain hook high school,neverland public schools,nps,nps94017,manufacturing,3
50956,Carissa,Bradshaw,10,lost boys academy,neverland public schools,nps,nps50956,,0
11548,Daryl,Munoz,12,james gordon center for learning,gotham city public schools,gcps,gcps11548,,1
80860,Fulton,Fuentes,12,james gordon center for learning,gotham city public schools,gcps,gcps80860,,3
68856,Iris,English,12,james gordon center for learning,gotham city public schools,gcps,gcps68856,,1
32121,Ainsley,Winters,9,james gordon center for learning,gotham city public schools,gcps,gcps32121,,1
95868,Zahir,Gilliam,12,captain hook high school,neverland public schools,nps,nps95868,manufacturing,3
40539,Ciaran,Mcmillan,9,james gordon center for learning,gotham city public schools,gcps,gcps40539,,0
92869,Aaron,Talley,10,lucius fox high school,gotham city public schools,gcps,gcps92869,,5
57243,Tucker,Gaines,9,captain hook high school,neverland public schools,nps,nps57243,,2
80019,Levi,Garrison,10,lucius fox high school,gotham city public schools,gcps,gcps80019,,0
84169,Julie,Fuentes,11,lucius fox high school,gotham city public schools,gcps,gcps84169,,2
53125,Odysseus,Meyers,11,james gordon center for learning,gotham city public schools,gcps,gcps53125,,2
42481,Nadine,Fletcher,9,captain hook high school,neverland public schools,nps,nps42481,manufacturing,1
97099,Nolan,Kirkland,12,captain hook high school,neverland public schools,nps,nps97099,manufacturing,1
90329,Lani,Gomez,9,lucius fox high school,gotham city public schools,gcps,gcps90329,healthcare,1
17877,Ryan,Mathis,12,lucius fox high school,gotham city public schools,gcps,gcps17877,healthcare,9
17339,Brody,Booth,12,captain hook high school,neverland public schools,nps,nps17339,manufacturing,0
61162,Stone,Tyson,11,james gordon center for learning,gotham city public schools,gcps,gcps61162,,0
77883,Rebecca,Church,11,lost boys academy,neverland public schools,nps,nps77883,,2
88851,Leroy,Hahn,9,captain hook high school,neverland public schools,nps,nps88851,manufacturing,2
32512,Tobias,Hunter,9,captain hook high school,neverland public schools,nps,nps32512,manufacturing,3
81546,Gavin,Owens,10,lucius fox high school,gotham city public schools,gcps,gcps81546,,2
60013,Jakeem,Farmer,12,lucius fox high school,gotham city public schools,gcps,gcps60013,,4
21645,Kieran,Petersen,12,james gordon center for learning,gotham city public schools,gcps,gcps21645,healthcare,1
57925,Bruno,Weiss,10,lucius fox high school,gotham city public schools,gcps,gcps57925,,3
26426,Kibo,Farmer,9,lucius fox high school,gotham city public schools,gcps,gcps26426,healthcare,2
83369,Lara,Gamble,11,lost boys academy,neverland public schools,nps,nps83369,manufacturing,1
23736,Noelani,Phelps,12,lucius fox high school,gotham city public schools,gcps,gcps23736,healthcare,2
39121,Ian,Glover,12,james gordon center for learning,gotham city public schools,gcps,gcps39121,healthcare,1
22342,Cheryl,Mills,10,lost boys academy,neverland public schools,nps,nps22342,,3
54879,Michael,Fuller,10,captain hook high school,neverland public schools,nps,nps54879,manufacturing,3
59464,Cadman,Albert,10,lucius fox high school,gotham city public schools,gcps,gcps59464,healthcare,3
13452,Ciara,Branch,9,james gordon center for learning,gotham city public schools,gcps,gcps13452,healthcare,2
23159,Carol,Love,10,lucius fox high school,gotham city public schools,gcps,gcps23159,healthcare,3
71882,Christen,Rich,10,lost boys academy,neverland public schools,nps,nps71882,manufacturing,3
17883,Jakeem,Giles,12,lost boys academy,neverland public schools,nps,nps17883,,0
74599,Curran,Mcpherson,10,lost boys academy,neverland public schools,nps,nps74599,,1
95695,Kevyn,Love,11,james gordon center for learning,gotham city public schools,gcps,gcps95695,healthcare,2
15051,Burton,Travis,11,lost boys academy,neverland public schools,nps,nps15051,manufacturing,1
13232,Jillian,Weeks,11,lost boys academy,neverland public schools,nps,nps13232,manufacturing,2
35672,Brittany,Mason,9,lucius fox high school,gotham city public schools,gcps,gcps35672,healthcare,4
50988,Mannix,Dillon,10,lucius fox high school,gotham city public schools,gcps,gcps50988,,0
18639,Finn,Bright,10,lucius fox high school,gotham city public schools,gcps,gcps18639,,3
49528,Dexter,Donaldson,11,lost boys academy,neverland public schools,nps,nps49528,,3
14324,Amaya,Stanley,9,captain hook high school,neverland public schools,nps,nps14324,manufacturing,0
43158,Dalton,Cohen,11,captain hook high school,neverland public schools,nps,nps43158,,1
11407,Camilla,Long,11,captain hook high school,neverland public schools,nps,nps11407,manufacturing,1
64746,Debra,Horn,11,lucius fox high school,gotham city public schools,gcps,gcps64746,,1
35214,Quinn,Stafford,9,lost boys academy,neverland public schools,nps,nps35214,manufacturing,2
73602,Iola,Goff,12,lost boys academy,neverland public schools,nps,nps73602,manufacturing,1
41001,Tate,Vega,10,captain hook high school,neverland public schools,nps,nps41001,manufacturing,3
97137,Tyler,Santiago,9,lost boys academy,neverland public schools,nps,nps97137,,2
78292,Mannix,Shannon,12,james gordon center for learning,gotham city public schools,gcps,gcps78292,healthcare,1
65481,Cade,English,11,lucius fox high school,gotham city public schools,gcps,gcps65481,healthcare,5
53027,Ralph,Hebert,11,lucius fox high school,gotham city public schools,gcps,gcps53027,,6
29338,Avye,Dunn,9,captain hook high school,neverland public schools,nps,nps29338,manufacturing,4
34623,James,Hood,9,james gordon center for learning,gotham city public schools,gcps,gcps34623,healthcare,0
43612,Yetta,House,10,lucius fox high school,gotham city public schools,gcps,gcps43612,,0
82128,Levi,Ramos,9,captain hook high school,neverland public schools,nps,nps82128,manufacturing,3
75709,Kaseem,Sloan,12,captain hook high school,neverland public schools,nps,nps75709,,2
88358,Todd,Jenkins,10,lost boys academy,neverland public schools,nps,nps88358,manufacturing,3
35255,Jesse,Pacheco,12,james gordon center for learning,gotham city public schools,gcps,gcps35255,healthcare,0
24042,Lane,Turner,12,james gordon center for learning,gotham city public schools,gcps,gcps24042,,1
14886,Reece,Dodson,9,james gordon center for learning,gotham city public schools,gcps,gcps14886,,3
95724,Caldwell,Nash,12,lucius fox high school,gotham city public schools,gcps,gcps95724,,3
80549,Aphrodite,Haynes,9,captain hook high school,neverland public schools,nps,nps80549,,1
18862,Willa,Holcomb,12,lost boys academy,neverland public schools,nps,nps18862,manufacturing,1
28612,Gage,Suarez,9,lost boys academy,neverland public schools,nps,nps28612,manufacturing,1
13558,Gretchen,Payne,12,captain hook high school,neverland public schools,nps,nps13558,,0
63999,Dante,Rivas,12,captain hook high school,neverland public schools,nps,nps63999,,2
41378,Allistair,Carson,10,lost boys academy,neverland public schools,nps,nps41378,,5
67069,Knox,Nixon,12,lost boys academy,neverland public schools,nps,nps67069,,0
43259,Ina,French,10,lucius fox high school,gotham city public schools,gcps,gcps43259,,2
94967,Anthony,Brock,11,lost boys academy,neverland public schools,nps,nps94967,manufacturing,2
99474,Alexa,Rowe,11,james gordon center for learning,gotham city public schools,gcps,gcps99474,healthcare,1
97674,Brock,Garner,10,captain hook high school,neverland public schools,nps,nps97674,manufacturing,6
75239,Dieter,Day,12,james gordon center for learning,gotham city public schools,gcps,gcps75239,,0
66161,Vanna,Richards,11,lost boys academy,neverland public schools,nps,nps66161,,3
63949,Tyler,Holcomb,11,lost boys academy,neverland public schools,nps,nps63949,manufacturing,1
46854,Clarke,Kirk,9,captain hook high school,neverland public schools,nps,nps46854,manufacturing,1
51648,Garrison,Hurst,11,captain hook high school,neverland public schools,nps,nps51648,,4
85253,Ursula,Coleman,10,captain hook high school,neverland public schools,nps,nps85253,,0
12445,Carson,Vargas,12,lucius fox high school,gotham city public schools,gcps,gcps12445,healthcare,1
31211,Stacy,Salas,11,lost boys academy,neverland public schools,nps,nps31211,,2
90252,Edward,Merritt,9,captain hook high school,neverland public schools,nps,nps90252,manufacturing,1
18486,Abraham,Doyle,11,lucius fox high school,gotham city public schools,gcps,gcps18486,healthcare,3
30828,Lester,Johnson,10,captain hook high school,neverland public schools,nps,nps30828,manufacturing,2
65163,Dora,Campbell,12,james gordon center for learning,gotham city public schools,gcps,gcps65163,,0
85332,Nero,Page,11,james gordon center for learning,gotham city public schools,gcps,gcps85332,healthcare,1
60732,Rigel,Pope,12,captain hook high school,neverland public schools,nps,nps60732,,2
15430,Yeo,Lawrence,9,lucius fox high school,gotham city public schools,gcps,gcps15430,,4
13607,Michelle,Cobb,10,captain hook high school,neverland public schools,nps,nps13607,manufacturing,2
62620,Shafira,Mills,10,lost boys academy,neverland public schools,nps,nps62620,manufacturing,2
43416,Lara,Foreman,11,james gordon center for learning,gotham city public schools,gcps,gcps43416,healthcare,1
62863,Jeanette,Fitzpatrick,9,captain hook high school,neverland public schools,nps,nps62863,manufacturing,6
83460,Wylie,Strong,9,james gordon center for learning,gotham city public schools,gcps,gcps83460,,0
39758,Lucius,Maxwell,11,james gordon center for learning,gotham city public schools,gcps,gcps39758,healthcare,1
24646,Merritt,Acosta,11,lost boys academy,neverland public schools,nps,nps24646,,3
68521,Camille,Daniels,10,lucius fox high school,gotham city public schools,gcps,gcps68521,,1
96883,Cecilia,Zamora,12,lost boys academy,neverland public schools,nps,nps96883,manufacturing,2
94362,George,Mills,11,captain hook high school,neverland public schools,nps,nps94362,,2
50171,Ariel,Gibbs,12,james gordon center for learning,gotham city public schools,gcps,gcps50171,,3
12779,Zeph,Watts,10,lucius fox high school,gotham city public schools,gcps,gcps12779,,4
70197,Portia,Bradley,9,james gordon center for learning,gotham city public schools,gcps,gcps70197,,1
89412,Slade,English,11,captain hook high school,neverland public schools,nps,nps89412,manufacturing,2
63411,Josephine,Willis,11,captain hook high school,neverland public schools,nps,nps63411,,0
56032,Vivien,Moody,9,captain hook high school,neverland public schools,nps,nps56032,,2
34798,Vielka,Cline,10,lucius fox high school,gotham city public schools,gcps,gcps34798,healthcare,2
56389,Griffith,Mcfadden,9,lucius fox high school,gotham city public schools,gcps,gcps56389,,3
21068,Mara,Hunter,11,james gordon center for learning,gotham city public schools,gcps,gcps21068,healthcare,1
64727,Carlos,Kirk,10,lost boys academy,neverland public schools,nps,nps64727,,0
39332,Cadman,Reilly,10,captain hook high school,neverland public schools,nps,nps39332,manufacturing,2
14364,Paul,Durham,11,captain hook high school,neverland public schools,nps,nps14364,manufacturing,4
94534,Xaviera,Collins,12,lost boys academy,neverland public schools,nps,nps94534,,1
15023,Desirae,Quinn,9,james gordon center for learning,gotham city public schools,gcps,gcps15023,,2
83742,Xena,Burns,12,james gordon center for learning,gotham city public schools,gcps,gcps83742,healthcare,1
46456,Frances,Cameron,12,james gordon center for learning,gotham city public schools,gcps,gcps46456,healthcare,2
85842,Perry,Chambers,12,captain hook high school,neverland public schools,nps,nps85842,manufacturing,2
28107,Mallory,Fuller,9,captain hook high school,neverland public schools,nps,nps28107,manufacturing,1
80671,Adrienne,Huff,9,captain hook high school,neverland public schools,nps,nps80671,manufacturing,3
25578,Risa,Graves,11,lucius fox high school,gotham city public schools,gcps,gcps25578,healthcare,3
56520,Pascale,Mitchell,11,lost boys academy,neverland public schools,nps,nps56520,manufacturing,0
37139,Emmanuel,Ballard,10,captain hook high school,neverland public schools,nps,nps37139,manufacturing,2
64478,Harding,Bond,10,captain hook high school,neverland public schools,nps,nps64478,manufacturing,1
18882,Ifeoma,Tyson,9,captain hook high school,neverland public schools,nps,nps18882,,1
69101,Nicole,Casey,9,lost boys academy,neverland public schools,nps,nps69101,,1
95412,Gavin,Huber,9,james gordon center for learning,gotham city public schools,gcps,gcps95412,,3
56352,Nichole,Cantrell,11,captain hook high school,neverland public schools,nps,nps56352,manufacturing,1
65934,Marsden,Patton,12,lost boys academy,neverland public schools,nps,nps65934,,0
30390,Daria,Wallace,10,lucius fox high school,gotham city public schools,gcps,gcps30390,healthcare,3
55584,Claire,Saunders,9,captain hook high school,neverland public schools,nps,nps55584,,3
77525,Tyrone,Serrano,10,lost boys academy,neverland public schools,nps,nps77525,manufacturing,3
43451,Timon,Chapman,11,captain hook high school,neverland public schools,nps,nps43451,manufacturing,0
71191,Neil,Mccoy,11,james gordon center for learning,gotham city public schools,gcps,gcps71191,healthcare,4
42133,Claire,Mclaughlin,9,lucius fox high school,gotham city public schools,gcps,gcps42133,,4
37040,Nyssa,Hardin,11,james gordon center for learning,gotham city public schools,gcps,gcps37040,healthcare,1
33286,McKenzie,Woods,9,lucius fox high school,gotham city public schools,gcps,gcps33286,,3
15747,Travis,Osborn,11,james gordon center for learning,gotham city public schools,gcps,gcps15747,,2
38066,Althea,Vazquez,11,james gordon center for learning,gotham city public schools,gcps,gcps38066,,0
81578,Natalie,Roach,10,lost boys academy,neverland public schools,nps,nps81578,manufacturing,3
41724,Hayley,Morrow,11,james gordon center for learning,gotham city public schools,gcps,gcps41724,healthcare,3
27577,Fredericka,Ramsey,10,lost boys academy,neverland public schools,nps,nps27577,,0
30497,Lynn,Whitley,12,james gordon center for learning,gotham city public schools,gcps,gcps30497,,1
28023,Keegan,Campbell,11,lost boys academy,neverland public schools,nps,nps28023,,0
54798,Serena,Underwood,11,lost boys academy,neverland public schools,nps,nps54798,manufacturing,2
98557,Uriah,Hunter,12,james gordon center for learning,gotham city public schools,gcps,gcps98557,healthcare,2
87920,Abdul,Bradley,9,james gordon center for learning,gotham city public schools,gcps,gcps87920,,0
21995,Harrison,Warner,12,captain hook high school,neverland public schools,nps,nps21995,manufacturing,3
34402,Sierra,Meyer,10,lucius fox high school,gotham city public schools,gcps,gcps34402,healthcare,5
17071,Kellie,Tate,11,lost boys academy,neverland public schools,nps,nps17071,,0
40564,Michelle,Byers,12,james gordon center for learning,gotham city public schools,gcps,gcps40564,healthcare,1
27275,Julie,Singleton,9,james gordon center for learning,gotham city public schools,gcps,gcps27275,,0
24755,Petra,Reeves,11,james gordon center for learning,gotham city public schools,gcps,gcps24755,healthcare,0
80232,Shad,Russo,10,captain hook high school,neverland public schools,nps,nps80232,,2
55318,Demetria,Barber,11,lost boys academy,neverland public schools,nps,nps55318,manufacturing,2
93449,Clementine,Flowers,9,captain hook high school,neverland public schools,nps,nps93449,manufacturing,4
85783,Roth,Bridges,11,james gordon center for learning,gotham city public schools,gcps,gcps85783,,2
71533,Deborah,Burris,12,lost boys academy,neverland public schools,nps,nps71533,manufacturing,1
87241,Eve,Nunez,9,lost boys academy,neverland public schools,nps,nps87241,,0
81119,Gregory,Ellison,12,lucius fox high school,gotham city public schools,gcps,gcps81119,healthcare,2
15635,Ivan,Owens,11,captain hook high school,neverland public schools,nps,nps15635,manufacturing,1
71394,Rhoda,Miller,9,james gordon center for learning,gotham city public schools,gcps,gcps71394,healthcare,1
41449,Malcolm,Bender,9,lost boys academy,neverland public schools,nps,nps41449,,4
27738,Colette,Davenport,12,captain hook high school,neverland public schools,nps,nps27738,manufacturing,2
43748,Emily,Greer,12,james gordon center for learning,gotham city public schools,gcps,gcps43748,healthcare,1
79936,Ciara,Walls,10,lost boys academy,neverland public schools,nps,nps79936,manufacturing,3
18976,Anthony,Yang,11,captain hook high school,neverland public schools,nps,nps18976,,2
74777,Nehru,Johnston,12,james gordon center for learning,gotham city public schools,gcps,gcps74777,healthcare,1
31123,Aaron,Sosa,11,james gordon center for learning,gotham city public schools,gcps,gcps31123,healthcare,2
74132,Keiko,Curtis,11,lost boys academy,neverland public schools,nps,nps74132,manufacturing,2
35411,Lucius,Mccullough,12,james gordon center for learning,gotham city public schools,gcps,gcps35411,,2
58728,Quamar,Gordon,9,captain hook high school,neverland public schools,nps,nps58728,,3
11571,Zeus,Finch,12,captain hook high school,neverland public schools,nps,nps11571,,0
86054,Stephanie,Stewart,9,james gordon center for learning,gotham city public schools,gcps,gcps86054,healthcare,1
97135,Adena,Espinoza,10,lucius fox high school,gotham city public schools,gcps,gcps97135,healthcare,3
93135,Burton,Kline,12,james gordon center for learning,gotham city public schools,gcps,gcps93135,healthcare,0
10967,Blake,Orr,12,james gordon center for learning,gotham city public schools,gcps,gcps10967,healthcare,1
66751,Odysseus,Mercer,11,captain hook high school,neverland public schools,nps,nps66751,,0
73182,Tyrone,Carr,10,lucius fox high school,gotham city public schools,gcps,gcps73182,,3
78484,Quinlan,English,9,captain hook high school,neverland public schools,nps,nps78484,,0
68419,Beatrice,Ferguson,10,lost boys academy,neverland public schools,nps,nps68419,manufacturing,2
90120,Brett,Reyes,12,lost boys academy,neverland public schools,nps,nps90120,manufacturing,1
57437,Maryam,Reyes,11,james gordon center for learning,gotham city public schools,gcps,gcps57437,,3
85130,Owen,Holcomb,12,captain hook high school,neverland public schools,nps,nps85130,manufacturing,3
22191,Virginia,Roberson,11,lost boys academy,neverland public schools,nps,nps22191,,1
19379,Florence,Mann,9,captain hook high school,neverland public schools,nps,nps19379,manufacturing,3
27404,Hakeem,Sanchez,11,captain hook high school,neverland public schools,nps,nps27404,,1
91722,Shelley,Jimenez,12,lost boys academy,neverland public schools,nps,nps91722,manufacturing,2
39136,Courtney,Gilliam,11,captain hook high school,neverland public schools,nps,nps39136,,1
85687,Nelle,Best,12,lost boys academy,neverland public schools,nps,nps85687,,3
62871,Chelsea,Branch,11,james gordon center for learning,gotham city public schools,gcps,gcps62871,healthcare,1
88844,Quynn,Lawrence,11,james gordon center for learning,gotham city public schools,gcps,gcps88844,healthcare,2
56296,Hanna,Sears,9,james gordon center for learning,gotham city public schools,gcps,gcps56296,healthcare,1
20167,Colton,Brock,10,lucius fox high school,gotham city public schools,gcps,gcps20167,,2
24704,Quail,Leach,12,lost boys academy,neverland public schools,nps,nps24704,manufacturing,3
95940,Reese,Mccullough,12,lucius fox high school,gotham city public schools,gcps,gcps95940,,2
89859,Eric,Hatfield,9,lost boys academy,neverland public schools,nps,nps89859,manufacturing,2
77966,Giacomo,Conley,9,lost boys academy,neverland public schools,nps,nps77966,manufacturing,2
18093,Camille,Franklin,11,captain hook high school,neverland public schools,nps,nps18093,manufacturing,2
93139,Emmanuel,Anthony,9,lost boys academy,neverland public schools,nps,nps93139,manufacturing,2
21724,Regan,Cervantes,10,lost boys academy,neverland public schools,nps,nps21724,,0
22084,Velma,Hogan,11,lucius fox high school,gotham city public schools,gcps,gcps22084,healthcare,3
47152,Stacy,Gibson,11,lucius fox high school,gotham city public schools,gcps,gcps47152,,2
31546,Carla,Duke,11,lost boys academy,neverland public schools,nps,nps31546,,2
44334,Kim,Francis,12,lucius fox high school,gotham city public schools,gcps,gcps44334,,3
83618,Cullen,Cobb,12,captain hook high school,neverland public schools,nps,nps83618,,0
72049,Cecilia,Swanson,11,captain hook high school,neverland public schools,nps,nps72049,,1
66419,Ross,Parker,11,james gordon center for learning,gotham city public schools,gcps,gcps66419,,2
30665,Leonard,Weeks,9,lucius fox high school,gotham city public schools,gcps,gcps30665,healthcare,3
74942,Jael,Lott,11,captain hook high school,neverland public schools,nps,nps74942,manufacturing,4
10998,Rinah,Fitzgerald,9,james gordon center for learning,gotham city public schools,gcps,gcps10998,healthcare,0
83242,Nadine,Mullen,9,captain hook high school,neverland public schools,nps,nps83242,,0
63993,Dara,Pratt,11,lucius fox high school,gotham city public schools,gcps,gcps63993,,2
99772,Paula,Hartman,10,lost boys academy,neverland public schools,nps,nps99772,manufacturing,1
28629,Pearl,Cherry,10,lost boys academy,neverland public schools,nps,nps28629,manufacturing,1
76920,Constance,Haley,9,captain hook high school,neverland public schools,nps,nps76920,,2
23957,Erasmus,Cleveland,12,james gordon center for learning,gotham city public schools,gcps,gcps23957,healthcare,0
62839,Eve,Vaughn,9,james gordon center for learning,gotham city public schools,gcps,gcps62839,,0
86065,MacKenzie,Jefferson,11,lucius fox high school,gotham city public schools,gcps,gcps86065,,1
77947,Drew,Vincent,10,captain hook high school,neverland public schools,nps,nps77947,manufacturing,3
38077,Nissim,Gallagher,12,lucius fox high school,gotham city public schools,gcps,gcps38077,,2
54984,Hammett,Barber,12,lost boys academy,neverland public schools,nps,nps54984,,3
20717,Naomi,Mccullough,11,james gordon center for learning,gotham city public schools,gcps,gcps20717,,2
31231,Damian,Curtis,11,james gordon center for learning,gotham city public schools,gcps,gcps31231,,1
13648,Brynn,Rush,12,james gordon center for learning,gotham city public schools,gcps,gcps13648,healthcare,2
96468,Grace,Wise,12,lost boys academy,neverland public schools,nps,nps96468,,0
74687,Nina,Bright,11,captain hook high school,neverland public schools,nps,nps74687,,1
99940,Callum,Rosa,12,lost boys academy,neverland public schools,nps,nps99940,manufacturing,0
26429,Tyrone,Dejesus,10,captain hook high school,neverland public schools,nps,nps26429,,3
98156,Bo,Whitaker,11,james gordon center for learning,gotham city public schools,gcps,gcps98156,healthcare,5
18148,Acton,Macias,11,lost boys academy,neverland public schools,nps,nps18148,manufacturing,2
56214,Chase,Hendricks,11,lucius fox high school,gotham city public schools,gcps,gcps56214,,0
35179,Quemby,Parks,10,captain hook high school,neverland public schools,nps,nps35179,manufacturing,1
18867,Cleo,Logan,9,lucius fox high school,gotham city public schools,gcps,gcps18867,healthcare,1
64323,Ruby,Schultz,9,lost boys academy,neverland public schools,nps,nps64323,,3
85794,Francis,Olson,11,james gordon center for learning,gotham city public schools,gcps,gcps85794,healthcare,1
83126,Dora,Alexander,10,lost boys academy,neverland public schools,nps,nps83126,,4
27834,Ramona,Cherry,12,james gordon center for learning,gotham city public schools,gcps,gcps27834,,1
43381,Addison,Foley,9,lucius fox high school,gotham city public schools,gcps,gcps43381,healthcare,1
78751,Eaton,Ashley,12,captain hook high school,neverland public schools,nps,nps78751,manufacturing,4
12159,Driscoll,Savage,10,lost boys academy,neverland public schools,nps,nps12159,manufacturing,2
30466,Fulton,Bennett,11,james gordon center for learning,gotham city public schools,gcps,gcps30466,healthcare,1
32853,Russell,Dodson,10,lucius fox high school,gotham city public schools,gcps,gcps32853,,7
97306,Aiko,Reeves,11,captain hook high school,neverland public schools,nps,nps97306,,3
44802,Charity,Mcdonald,12,captain hook high school,neverland public schools,nps,nps44802,manufacturing,2
10490,Daquan,Murphy,9,captain hook high school,neverland public schools,nps,nps10490,manufacturing,3
47311,Montana,Doyle,11,lucius fox high school,gotham city public schools,gcps,gcps47311,healthcare,3
12078,Bianca,Hubbard,12,lost boys academy,neverland public schools,nps,nps12078,,1
14670,Regina,Barnett,9,james gordon center for learning,gotham city public schools,gcps,gcps14670,,2
78273,Nina,Calhoun,12,lucius fox high school,gotham city public schools,gcps,gcps78273,healthcare,3
62078,Forrest,Clarke,12,james gordon center for learning,gotham city public schools,gcps,gcps62078,healthcare,1
72881,Valentine,Zimmerman,11,captain hook high school,neverland public schools,nps,nps72881,manufacturing,0
67879,Ignacia,Walter,11,james gordon center for learning,gotham city public schools,gcps,gcps67879,healthcare,2
47135,Lilah,Campos,9,lost boys academy,neverland public schools,nps,nps47135,,2
40588,Jade,Heath,12,captain hook high school,neverland public schools,nps,nps40588,manufacturing,1
88800,Wynter,Poole,10,captain hook high school,neverland public schools,nps,nps88800,manufacturing,5
15860,Aristotle,Clark,10,lucius fox high school,gotham city public schools,gcps,gcps15860,healthcare,2
85397,Nathaniel,Cooper,11,lost boys academy,neverland public schools,nps,nps85397,manufacturing,3
56422,Aspen,Spence,9,james gordon center for learning,gotham city public schools,gcps,gcps56422,healthcare,5
88740,Hunter,Houston,11,james gordon center for learning,gotham city public schools,gcps,gcps88740,healthcare,0
60624,Hanna,Mills,9,lost boys academy,neverland public schools,nps,nps60624,,1
