id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL Participant
76846,Solomon,Coleman,11,lucius fox high school,gotham city public schools,gcps,gcps76846,healthcare,yes
57220,Keaton,Dennis,12,captain hook high school,neverland public schools,nps,nps57220,,no
71450,Karen,Calderon,9,james gordon center for learning,gotham city public schools,gcps,gcps71450,healthcare,yes
20059,Zia,Sandoval,9,james gordon center for learning,gotham city public schools,gcps,gcps20059,,yes
30277,Cade,Morin,11,lucius fox high school,gotham city public schools,gcps,gcps30277,healthcare,yes
57677,Cathleen,Vincent,9,lost boys academy,neverland public schools,nps,nps57677,,yes
35434,Fleur,Barron,11,lost boys academy,neverland public schools,nps,nps35434,,no
97256,Vivien,Castaneda,12,lucius fox high school,gotham city public schools,gcps,gcps97256,healthcare,yes
13386,Kelly,Carroll,12,captain hook high school,neverland public schools,nps,nps13386,manufacturing,yes
91389,Aline,Mcbride,11,james gordon center for learning,gotham city public schools,gcps,gcps91389,healthcare,yes
88554,Morgan,Whitney,10,captain hook high school,neverland public schools,nps,nps88554,manufacturing,yes
10624,Amela,Tate,12,james gordon center for learning,gotham city public schools,gcps,gcps10624,,no
89159,Evan,Mcleod,9,captain hook high school,neverland public schools,nps,nps89159,,yes
57385,Jack,Thomas,12,captain hook high school,neverland public schools,nps,nps57385,,yes
45094,Moses,Osborne,9,lucius fox high school,gotham city public schools,gcps,gcps45094,,yes
21198,Emmanuel,Sykes,11,lost boys academy,neverland public schools,nps,nps21198,,no
69680,Thor,Dickson,9,lucius fox high school,gotham city public schools,gcps,gcps69680,healthcare,yes
53504,Buckminster,Benjamin,10,captain hook high school,neverland public schools,nps,nps53504,manufacturing,yes
94132,Hilel,Fernandez,9,captain hook high school,neverland public schools,nps,nps94132,manufacturing,yes
27213,Petra,Sykes,11,james gordon center for learning,gotham city public schools,gcps,gcps27213,healthcare,yes
32056,Jennifer,Ortiz,11,captain hook high school,neverland public schools,nps,nps32056,manufacturing,yes
25851,Jonas,Rodgers,12,lost boys academy,neverland public schools,nps,nps25851,,yes
22030,Carson,York,11,james gordon center for learning,gotham city public schools,gcps,gcps22030,healthcare,yes
90001,Cassandra,Burns,12,lucius fox high school,gotham city public schools,gcps,gcps90001,,no
52205,Nevada,Berger,10,captain hook high school,neverland public schools,nps,nps52205,manufacturing,yes
18210,Oliver,Le,11,captain hook high school,neverland public schools,nps,nps18210,,no
18974,Jescie,Ruiz,9,james gordon center for learning,gotham city public schools,gcps,gcps18974,healthcare,yes
41352,Joshua,Morales,12,lost boys academy,neverland public schools,nps,nps41352,,yes
13076,Carissa,Schmidt,12,lucius fox high school,gotham city public schools,gcps,gcps13076,,yes
23622,Aristotle,Finch,11,james gordon center for learning,gotham city public schools,gcps,gcps23622,healthcare,yes
33151,Pascale,Mills,11,james gordon center for learning,gotham city public schools,gcps,gcps33151,healthcare,yes
83722,Lucas,Holt,10,lost boys academy,neverland public schools,nps,nps83722,,no
70673,Ulric,Kramer,11,lost boys academy,neverland public schools,nps,nps70673,manufacturing,yes
75410,Clinton,Ortega,11,james gordon center for learning,gotham city public schools,gcps,gcps75410,,no
35077,Lars,Gonzalez,11,lucius fox high school,gotham city public schools,gcps,gcps35077,,yes
28854,Belle,Gomez,12,captain hook high school,neverland public schools,nps,nps28854,,yes
22718,Sebastian,Rodriguez,12,captain hook high school,neverland public schools,nps,nps22718,,yes
17641,Yolanda,Bruce,12,james gordon center for learning,gotham city public schools,gcps,gcps17641,healthcare,yes
43518,Serena,Sloan,12,captain hook high school,neverland public schools,nps,nps43518,manufacturing,yes
75288,Dane,Cline,12,lost boys academy,neverland public schools,nps,nps75288,,yes
41017,Luke,Perry,9,lucius fox high school,gotham city public schools,gcps,gcps41017,,no
35236,Nash,Hendrix,12,lost boys academy,neverland public schools,nps,nps35236,manufacturing,yes
66813,Tanek,Hester,10,captain hook high school,neverland public schools,nps,nps66813,,yes
79435,Brennan,Talley,9,lost boys academy,neverland public schools,nps,nps79435,,yes
11030,Noah,Ellison,11,lost boys academy,neverland public schools,nps,nps11030,manufacturing,yes
98273,Kameko,Guerrero,11,captain hook high school,neverland public schools,nps,nps98273,,yes
58354,Dylan,Wood,9,lucius fox high school,gotham city public schools,gcps,gcps58354,healthcare,yes
16802,Robert,Torres,11,lost boys academy,neverland public schools,nps,nps16802,manufacturing,yes
33557,Marvin,Morin,12,james gordon center for learning,gotham city public schools,gcps,gcps33557,healthcare,yes
95613,Colleen,Harvey,12,lucius fox high school,gotham city public schools,gcps,gcps95613,,yes
33174,Zeph,Herring,12,captain hook high school,neverland public schools,nps,nps33174,manufacturing,no
25758,Aline,Holmes,12,captain hook high school,neverland public schools,nps,nps25758,manufacturing,yes
35640,Rana,Morrison,9,lost boys academy,neverland public schools,nps,nps35640,,yes
79334,Jacob,Newman,12,lost boys academy,neverland public schools,nps,nps79334,,yes
56325,Uma,Rasmussen,11,lucius fox high school,gotham city public schools,gcps,gcps56325,,no
69828,Jarrod,Austin,11,captain hook high school,neverland public schools,nps,nps69828,,yes
67969,Tashya,Hodges,9,lucius fox high school,gotham city public schools,gcps,gcps67969,healthcare,yes
52907,Lee,Shaw,12,lucius fox high school,gotham city public schools,gcps,gcps52907,healthcare,yes
95063,Madonna,Quinn,9,james gordon center for learning,gotham city public schools,gcps,gcps95063,,no
18692,Caesar,Hodge,9,lost boys academy,neverland public schools,nps,nps18692,,no
23697,Dalton,Sherman,9,captain hook high school,neverland public schools,nps,nps23697,,no
41971,Roary,Conway,11,james gordon center for learning,gotham city public schools,gcps,gcps41971,healthcare,yes
40307,Mechelle,Suarez,9,lucius fox high school,gotham city public schools,gcps,gcps40307,healthcare,yes
58807,Maisie,Griffith,12,captain hook high school,neverland public schools,nps,nps58807,,no
60287,Fredericka,Bridges,11,james gordon center for learning,gotham city public schools,gcps,gcps60287,healthcare,yes
77125,Brady,Marks,11,lost boys academy,neverland public schools,nps,nps77125,,yes
94017,Chadwick,Love,9,captain hook high school,neverland public schools,nps,nps94017,manufacturing,yes
50956,Carissa,Bradshaw,10,lost boys academy,neverland public schools,nps,nps50956,,no
11548,Daryl,Munoz,12,james gordon center for learning,gotham city public schools,gcps,gcps11548,,yes
80860,Fulton,Fuentes,12,james gordon center for learning,gotham city public schools,gcps,gcps80860,,yes
68856,Iris,English,12,james gordon center for learning,gotham city public schools,gcps,gcps68856,,yes
32121,Ainsley,Winters,9,james gordon center for learning,gotham city public schools,gcps,gcps32121,,yes
95868,Zahir,Gilliam,12,captain hook high school,neverland public schools,nps,nps95868,manufacturing,yes
40539,Ciaran,Mcmillan,9,james gordon center for learning,gotham city public schools,gcps,gcps40539,,no
92869,Aaron,Talley,10,lucius fox high school,gotham city public schools,gcps,gcps92869,,yes
57243,Tucker,Gaines,9,captain hook high school,neverland public schools,nps,nps57243,,yes
80019,Levi,Garrison,10,lucius fox high school,gotham city public schools,gcps,gcps80019,,no
84169,Julie,Fuentes,11,lucius fox high school,gotham city public schools,gcps,gcps84169,,yes
53125,Odysseus,Meyers,11,james gordon center for learning,gotham city public schools,gcps,gcps53125,,yes
42481,Nadine,Fletcher,9,captain hook high school,neverland public schools,nps,nps42481,manufacturing,yes
97099,Nolan,Kirkland,12,captain hook high school,neverland public schools,nps,nps97099,manufacturing,yes
90329,Lani,Gomez,9,lucius fox high school,gotham city public schools,gcps,gcps90329,healthcare,yes
17877,Ryan,Mathis,12,lucius fox high school,gotham city public schools,gcps,gcps17877,healthcare,yes
17339,Brody,Booth,12,captain hook high school,neverland public schools,nps,nps17339,manufacturing,no
61162,Stone,Tyson,11,james gordon center for learning,gotham city public schools,gcps,gcps61162,,no
77883,Rebecca,Church,11,lost boys academy,neverland public schools,nps,nps77883,,yes
88851,Leroy,Hahn,9,captain hook high school,neverland public schools,nps,nps88851,manufacturing,yes
32512,Tobias,Hunter,9,captain hook high school,neverland public schools,nps,nps32512,manufacturing,yes
81546,Gavin,Owens,10,lucius fox high school,gotham city public schools,gcps,gcps81546,,yes
60013,Jakeem,Farmer,12,lucius fox high school,gotham city public schools,gcps,gcps60013,,yes
21645,Kieran,Petersen,12,james gordon center for learning,gotham city public schools,gcps,gcps21645,healthcare,yes
57925,Bruno,Weiss,10,lucius fox high school,gotham city public schools,gcps,gcps57925,,yes
26426,Kibo,Farmer,9,lucius fox high school,gotham city public schools,gcps,gcps26426,healthcare,yes
83369,Lara,Gamble,11,lost boys academy,neverland public schools,nps,nps83369,manufacturing,yes
23736,Noelani,Phelps,12,lucius fox high school,gotham city public schools,gcps,gcps23736,healthcare,yes
39121,Ian,Glover,12,james gordon center for learning,gotham city public schools,gcps,gcps39121,healthcare,yes
22342,Cheryl,Mills,10,lost boys academy,neverland public schools,nps,nps22342,,yes
54879,Michael,Fuller,10,captain hook high school,neverland public schools,nps,nps54879,manufacturing,yes
59464,Cadman,Albert,10,lucius fox high school,gotham city public schools,gcps,gcps59464,healthcare,yes
13452,Ciara,Branch,9,james gordon center for learning,gotham city public schools,gcps,gcps13452,healthcare,yes
23159,Carol,Love,10,lucius fox high school,gotham city public schools,gcps,gcps23159,healthcare,yes
71882,Christen,Rich,10,lost boys academy,neverland public schools,nps,nps71882,manufacturing,yes
17883,Jakeem,Giles,12,lost boys academy,neverland public schools,nps,nps17883,,no
74599,Curran,Mcpherson,10,lost boys academy,neverland public schools,nps,nps74599,,yes
95695,Kevyn,Love,11,james gordon center for learning,gotham city public schools,gcps,gcps95695,healthcare,yes
15051,Burton,Travis,11,lost boys academy,neverland public schools,nps,nps15051,manufacturing,yes
13232,Jillian,Weeks,11,lost boys academy,neverland public schools,nps,nps13232,manufacturing,yes
35672,Brittany,Mason,9,lucius fox high school,gotham city public schools,gcps,gcps35672,healthcare,yes
50988,Mannix,Dillon,10,lucius fox high school,gotham city public schools,gcps,gcps50988,,no
18639,Finn,Bright,10,lucius fox high school,gotham city public schools,gcps,gcps18639,,yes
49528,Dexter,Donaldson,11,lost boys academy,neverland public schools,nps,nps49528,,yes
14324,Amaya,Stanley,9,captain hook high school,neverland public schools,nps,nps14324,manufacturing,no
43158,Dalton,Cohen,11,captain hook high school,neverland public schools,nps,nps43158,,yes
11407,Camilla,Long,11,captain hook high school,neverland public schools,nps,nps11407,manufacturing,yes
64746,Debra,Horn,11,lucius fox high school,gotham city public schools,gcps,gcps64746,,yes
35214,Quinn,Stafford,9,lost boys academy,neverland public schools,nps,nps35214,manufacturing,yes
73602,Iola,Goff,12,lost boys academy,neverland public schools,nps,nps73602,manufacturing,yes
41001,Tate,Vega,10,captain hook high school,neverland public schools,nps,nps41001,manufacturing,yes
97137,Tyler,Santiago,9,lost boys academy,neverland public schools,nps,nps97137,,yes
78292,Mannix,Shannon,12,james gordon center for learning,gotham city public schools,gcps,gcps78292,healthcare,yes
65481,Cade,English,11,lucius fox high school,gotham city public schools,gcps,gcps65481,healthcare,yes
53027,Ralph,Hebert,11,lucius fox high school,gotham city public schools,gcps,gcps53027,,yes
29338,Avye,Dunn,9,captain hook high school,neverland public schools,nps,nps29338,manufacturing,yes
34623,James,Hood,9,james gordon center for learning,gotham city public schools,gcps,gcps34623,healthcare,no
43612,Yetta,House,10,lucius fox high school,gotham city public schools,gcps,gcps43612,,no
82128,Levi,Ramos,9,captain hook high school,neverland public schools,nps,nps82128,manufacturing,yes
75709,Kaseem,Sloan,12,captain hook high school,neverland public schools,nps,nps75709,,yes
88358,Todd,Jenkins,10,lost boys academy,neverland public schools,nps,nps88358,manufacturing,yes
35255,Jesse,Pacheco,12,james gordon center for learning,gotham city public schools,gcps,gcps35255,healthcare,no
24042,Lane,Turner,12,james gordon center for learning,gotham city public schools,gcps,gcps24042,,yes
14886,Reece,Dodson,9,james gordon center for learning,gotham city public schools,gcps,gcps14886,,yes
95724,Caldwell,Nash,12,lucius fox high school,gotham city public schools,gcps,gcps95724,,yes
80549,Aphrodite,Haynes,9,captain hook high school,neverland public schools,nps,nps80549,,yes
18862,Willa,Holcomb,12,lost boys academy,neverland public schools,nps,nps18862,manufacturing,yes
28612,Gage,Suarez,9,lost boys academy,neverland public schools,nps,nps28612,manufacturing,yes
13558,Gretchen,Payne,12,captain hook high school,neverland public schools,nps,nps13558,,no
63999,Dante,Rivas,12,captain hook high school,neverland public schools,nps,nps63999,,yes
41378,Allistair,Carson,10,lost boys academy,neverland public schools,nps,nps41378,,yes
67069,Knox,Nixon,12,lost boys academy,neverland public schools,nps,nps67069,,no
43259,Ina,French,10,lucius fox high school,gotham city public schools,gcps,gcps43259,,yes
94967,Anthony,Brock,11,lost boys academy,neverland public schools,nps,nps94967,manufacturing,yes
99474,Alexa,Rowe,11,james gordon center for learning,gotham city public schools,gcps,gcps99474,healthcare,yes
97674,Brock,Garner,10,captain hook high school,neverland public schools,nps,nps97674,manufacturing,yes
75239,Dieter,Day,12,james gordon center for learning,gotham city public schools,gcps,gcps75239,,no
66161,Vanna,Richards,11,lost boys academy,neverland public schools,nps,nps66161,,yes
63949,Tyler,Holcomb,11,lost boys academy,neverland public schools,nps,nps63949,manufacturing,yes
46854,Clarke,Kirk,9,captain hook high school,neverland public schools,nps,nps46854,manufacturing,yes
51648,Garrison,Hurst,11,captain hook high school,neverland public schools,nps,nps51648,,yes
85253,Ursula,Coleman,10,captain hook high school,neverland public schools,nps,nps85253,,no
12445,Carson,Vargas,12,lucius fox high school,gotham city public schools,gcps,gcps12445,healthcare,yes
31211,Stacy,Salas,11,lost boys academy,neverland public schools,nps,nps31211,,yes
90252,Edward,Merritt,9,captain hook high school,neverland public schools,nps,nps90252,manufacturing,yes
18486,Abraham,Doyle,11,lucius fox high school,gotham city public schools,gcps,gcps18486,healthcare,yes
30828,Lester,Johnson,10,captain hook high school,neverland public schools,nps,nps30828,manufacturing,yes
65163,Dora,Campbell,12,james gordon center for learning,gotham city public schools,gcps,gcps65163,,no
85332,Nero,Page,11,james gordon center for learning,gotham city public schools,gcps,gcps85332,healthcare,yes
60732,Rigel,Pope,12,captain hook high school,neverland public schools,nps,nps60732,,yes
15430,Yeo,Lawrence,9,lucius fox high school,gotham city public schools,gcps,gcps15430,,yes
13607,Michelle,Cobb,10,captain hook high school,neverland public schools,nps,nps13607,manufacturing,yes
62620,Shafira,Mills,10,lost boys academy,neverland public schools,nps,nps62620,manufacturing,yes
43416,Lara,Foreman,11,james gordon center for learning,gotham city public schools,gcps,gcps43416,healthcare,yes
62863,Jeanette,Fitzpatrick,9,captain hook high school,neverland public schools,nps,nps62863,manufacturing,yes
83460,Wylie,Strong,9,james gordon center for learning,gotham city public schools,gcps,gcps83460,,no
39758,Lucius,Maxwell,11,james gordon center for learning,gotham city public schools,gcps,gcps39758,healthcare,yes
24646,Merritt,Acosta,11,lost boys academy,neverland public schools,nps,nps24646,,yes
68521,Camille,Daniels,10,lucius fox high school,gotham city public schools,gcps,gcps68521,,yes
96883,Cecilia,Zamora,12,lost boys academy,neverland public schools,nps,nps96883,manufacturing,yes
94362,George,Mills,11,captain hook high school,neverland public schools,nps,nps94362,,yes
50171,Ariel,Gibbs,12,james gordon center for learning,gotham city public schools,gcps,gcps50171,,yes
12779,Zeph,Watts,10,lucius fox high school,gotham city public schools,gcps,gcps12779,,yes
70197,Portia,Bradley,9,james gordon center for learning,gotham city public schools,gcps,gcps70197,,yes
89412,Slade,English,11,captain hook high school,neverland public schools,nps,nps89412,manufacturing,yes
63411,Josephine,Willis,11,captain hook high school,neverland public schools,nps,nps63411,,no
56032,Vivien,Moody,9,captain hook high school,neverland public schools,nps,nps56032,,yes
34798,Vielka,Cline,10,lucius fox high school,gotham city public schools,gcps,gcps34798,healthcare,yes
56389,Griffith,Mcfadden,9,lucius fox high school,gotham city public schools,gcps,gcps56389,,yes
21068,Mara,Hunter,11,james gordon center for learning,gotham city public schools,gcps,gcps21068,healthcare,yes
64727,Carlos,Kirk,10,lost boys academy,neverland public schools,nps,nps64727,,no
39332,Cadman,Reilly,10,captain hook high school,neverland public schools,nps,nps39332,manufacturing,yes
14364,Paul,Durham,11,captain hook high school,neverland public schools,nps,nps14364,manufacturing,yes
94534,Xaviera,Collins,12,lost boys academy,neverland public schools,nps,nps94534,,yes
15023,Desirae,Quinn,9,james gordon center for learning,gotham city public schools,gcps,gcps15023,,yes
83742,Xena,Burns,12,james gordon center for learning,gotham city public schools,gcps,gcps83742,healthcare,yes
46456,Frances,Cameron,12,james gordon center for learning,gotham city public schools,gcps,gcps46456,healthcare,yes
85842,Perry,Chambers,12,captain hook high school,neverland public schools,nps,nps85842,manufacturing,yes
28107,Mallory,Fuller,9,captain hook high school,neverland public schools,nps,nps28107,manufacturing,yes
80671,Adrienne,Huff,9,captain hook high school,neverland public schools,nps,nps80671,manufacturing,yes
25578,Risa,Graves,11,lucius fox high school,gotham city public schools,gcps,gcps25578,healthcare,yes
56520,Pascale,Mitchell,11,lost boys academy,neverland public schools,nps,nps56520,manufacturing,no
37139,Emmanuel,Ballard,10,captain hook high school,neverland public schools,nps,nps37139,manufacturing,yes
64478,Harding,Bond,10,captain hook high school,neverland public schools,nps,nps64478,manufacturing,yes
18882,Ifeoma,Tyson,9,captain hook high school,neverland public schools,nps,nps18882,,yes
69101,Nicole,Casey,9,lost boys academy,neverland public schools,nps,nps69101,,yes
95412,Gavin,Huber,9,james gordon center for learning,gotham city public schools,gcps,gcps95412,,yes
56352,Nichole,Cantrell,11,captain hook high school,neverland public schools,nps,nps56352,manufacturing,yes
65934,Marsden,Patton,12,lost boys academy,neverland public schools,nps,nps65934,,no
30390,Daria,Wallace,10,lucius fox high school,gotham city public schools,gcps,gcps30390,healthcare,yes
55584,Claire,Saunders,9,captain hook high school,neverland public schools,nps,nps55584,,yes
77525,Tyrone,Serrano,10,lost boys academy,neverland public schools,nps,nps77525,manufacturing,yes
43451,Timon,Chapman,11,captain hook high school,neverland public schools,nps,nps43451,manufacturing,no
71191,Neil,Mccoy,11,james gordon center for learning,gotham city public schools,gcps,gcps71191,healthcare,yes
42133,Claire,Mclaughlin,9,lucius fox high school,gotham city public schools,gcps,gcps42133,,yes
37040,Nyssa,Hardin,11,james gordon center for learning,gotham city public schools,gcps,gcps37040,healthcare,yes
33286,McKenzie,Woods,9,lucius fox high school,gotham city public schools,gcps,gcps33286,,yes
15747,Travis,Osborn,11,james gordon center for learning,gotham city public schools,gcps,gcps15747,,yes
38066,Althea,Vazquez,11,james gordon center for learning,gotham city public schools,gcps,gcps38066,,no
81578,Natalie,Roach,10,lost boys academy,neverland public schools,nps,nps81578,manufacturing,yes
41724,Hayley,Morrow,11,james gordon center for learning,gotham city public schools,gcps,gcps41724,healthcare,yes
27577,Fredericka,Ramsey,10,lost boys academy,neverland public schools,nps,nps27577,,no
30497,Lynn,Whitley,12,james gordon center for learning,gotham city public schools,gcps,gcps30497,,yes
28023,Keegan,Campbell,11,lost boys academy,neverland public schools,nps,nps28023,,no
54798,Serena,Underwood,11,lost boys academy,neverland public schools,nps,nps54798,manufacturing,yes
98557,Uriah,Hunter,12,james gordon center for learning,gotham city public schools,gcps,gcps98557,healthcare,yes
87920,Abdul,Bradley,9,james gordon center for learning,gotham city public schools,gcps,gcps87920,,no
21995,Harrison,Warner,12,captain hook high school,neverland public schools,nps,nps21995,manufacturing,yes
34402,Sierra,Meyer,10,lucius fox high school,gotham city public schools,gcps,gcps34402,healthcare,yes
17071,Kellie,Tate,11,lost boys academy,neverland public schools,nps,nps17071,,no
40564,Michelle,Byers,12,james gordon center for learning,gotham city public schools,gcps,gcps40564,healthcare,yes
27275,Julie,Singleton,9,james gordon center for learning,gotham city public schools,gcps,gcps27275,,no
24755,Petra,Reeves,11,james gordon center for learning,gotham city public schools,gcps,gcps24755,healthcare,no
80232,Shad,Russo,10,captain hook high school,neverland public schools,nps,nps80232,,yes
55318,Demetria,Barber,11,lost boys academy,neverland public schools,nps,nps55318,manufacturing,yes
93449,Clementine,Flowers,9,captain hook high school,neverland public schools,nps,nps93449,manufacturing,yes
85783,Roth,Bridges,11,james gordon center for learning,gotham city public schools,gcps,gcps85783,,yes
71533,Deborah,Burris,12,lost boys academy,neverland public schools,nps,nps71533,manufacturing,yes
87241,Eve,Nunez,9,lost boys academy,neverland public schools,nps,nps87241,,no
81119,Gregory,Ellison,12,lucius fox high school,gotham city public schools,gcps,gcps81119,healthcare,yes
15635,Ivan,Owens,11,captain hook high school,neverland public schools,nps,nps15635,manufacturing,yes
71394,Rhoda,Miller,9,james gordon center for learning,gotham city public schools,gcps,gcps71394,healthcare,yes
41449,Malcolm,Bender,9,lost boys academy,neverland public schools,nps,nps41449,,yes
27738,Colette,Davenport,12,captain hook high school,neverland public schools,nps,nps27738,manufacturing,yes
43748,Emily,Greer,12,james gordon center for learning,gotham city public schools,gcps,gcps43748,healthcare,yes
79936,Ciara,Walls,10,lost boys academy,neverland public schools,nps,nps79936,manufacturing,yes
18976,Anthony,Yang,11,captain hook high school,neverland public schools,nps,nps18976,,yes
74777,Nehru,Johnston,12,james gordon center for learning,gotham city public schools,gcps,gcps74777,healthcare,yes
31123,Aaron,Sosa,11,james gordon center for learning,gotham city public schools,gcps,gcps31123,healthcare,yes
74132,Keiko,Curtis,11,lost boys academy,neverland public schools,nps,nps74132,manufacturing,yes
35411,Lucius,Mccullough,12,james gordon center for learning,gotham city public schools,gcps,gcps35411,,yes
58728,Quamar,Gordon,9,captain hook high school,neverland public schools,nps,nps58728,,yes
11571,Zeus,Finch,12,captain hook high school,neverland public schools,nps,nps11571,,no
86054,Stephanie,Stewart,9,james gordon center for learning,gotham city public schools,gcps,gcps86054,healthcare,yes
97135,Adena,Espinoza,10,lucius fox high school,gotham city public schools,gcps,gcps97135,healthcare,yes
93135,Burton,Kline,12,james gordon center for learning,gotham city public schools,gcps,gcps93135,healthcare,no
10967,Blake,Orr,12,james gordon center for learning,gotham city public schools,gcps,gcps10967,healthcare,yes
66751,Odysseus,Mercer,11,captain hook high school,neverland public schools,nps,nps66751,,no
73182,Tyrone,Carr,10,lucius fox high school,gotham city public schools,gcps,gcps73182,,yes
78484,Quinlan,English,9,captain hook high school,neverland public schools,nps,nps78484,,no
68419,Beatrice,Ferguson,10,lost boys academy,neverland public schools,nps,nps68419,manufacturing,yes
90120,Brett,Reyes,12,lost boys academy,neverland public schools,nps,nps90120,manufacturing,yes
57437,Maryam,Reyes,11,james gordon center for learning,gotham city public schools,gcps,gcps57437,,yes
85130,Owen,Holcomb,12,captain hook high school,neverland public schools,nps,nps85130,manufacturing,yes
22191,Virginia,Roberson,11,lost boys academy,neverland public schools,nps,nps22191,,yes
19379,Florence,Mann,9,captain hook high school,neverland public schools,nps,nps19379,manufacturing,yes
27404,Hakeem,Sanchez,11,captain hook high school,neverland public schools,nps,nps27404,,yes
91722,Shelley,Jimenez,12,lost boys academy,neverland public schools,nps,nps91722,manufacturing,yes
39136,Courtney,Gilliam,11,captain hook high school,neverland public schools,nps,nps39136,,yes
85687,Nelle,Best,12,lost boys academy,neverland public schools,nps,nps85687,,yes
62871,Chelsea,Branch,11,james gordon center for learning,gotham city public schools,gcps,gcps62871,healthcare,yes
88844,Quynn,Lawrence,11,james gordon center for learning,gotham city public schools,gcps,gcps88844,healthcare,yes
56296,Hanna,Sears,9,james gordon center for learning,gotham city public schools,gcps,gcps56296,healthcare,yes
20167,Colton,Brock,10,lucius fox high school,gotham city public schools,gcps,gcps20167,,yes
24704,Quail,Leach,12,lost boys academy,neverland public schools,nps,nps24704,manufacturing,yes
95940,Reese,Mccullough,12,lucius fox high school,gotham city public schools,gcps,gcps95940,,yes
89859,Eric,Hatfield,9,lost boys academy,neverland public schools,nps,nps89859,manufacturing,yes
77966,Giacomo,Conley,9,lost boys academy,neverland public schools,nps,nps77966,manufacturing,yes
18093,Camille,Franklin,11,captain hook high school,neverland public schools,nps,nps18093,manufacturing,yes
93139,Emmanuel,Anthony,9,lost boys academy,neverland public schools,nps,nps93139,manufacturing,yes
21724,Regan,Cervantes,10,lost boys academy,neverland public schools,nps,nps21724,,no
22084,Velma,Hogan,11,lucius fox high school,gotham city public schools,gcps,gcps22084,healthcare,yes
47152,Stacy,Gibson,11,lucius fox high school,gotham city public schools,gcps,gcps47152,,yes
31546,Carla,Duke,11,lost boys academy,neverland public schools,nps,nps31546,,yes
44334,Kim,Francis,12,lucius fox high school,gotham city public schools,gcps,gcps44334,,yes
83618,Cullen,Cobb,12,captain hook high school,neverland public schools,nps,nps83618,,no
72049,Cecilia,Swanson,11,captain hook high school,neverland public schools,nps,nps72049,,yes
66419,Ross,Parker,11,james gordon center for learning,gotham city public schools,gcps,gcps66419,,yes
30665,Leonard,Weeks,9,lucius fox high school,gotham city public schools,gcps,gcps30665,healthcare,yes
74942,Jael,Lott,11,captain hook high school,neverland public schools,nps,nps74942,manufacturing,yes
10998,Rinah,Fitzgerald,9,james gordon center for learning,gotham city public schools,gcps,gcps10998,healthcare,no
83242,Nadine,Mullen,9,captain hook high school,neverland public schools,nps,nps83242,,no
63993,Dara,Pratt,11,lucius fox high school,gotham city public schools,gcps,gcps63993,,yes
99772,Paula,Hartman,10,lost boys academy,neverland public schools,nps,nps99772,manufacturing,yes
28629,Pearl,Cherry,10,lost boys academy,neverland public schools,nps,nps28629,manufacturing,yes
76920,Constance,Haley,9,captain hook high school,neverland public schools,nps,nps76920,,yes
23957,Erasmus,Cleveland,12,james gordon center for learning,gotham city public schools,gcps,gcps23957,healthcare,no
62839,Eve,Vaughn,9,james gordon center for learning,gotham city public schools,gcps,gcps62839,,no
86065,MacKenzie,Jefferson,11,lucius fox high school,gotham city public schools,gcps,gcps86065,,yes
77947,Drew,Vincent,10,captain hook high school,neverland public schools,nps,nps77947,manufacturing,yes
38077,Nissim,Gallagher,12,lucius fox high school,gotham city public schools,gcps,gcps38077,,yes
54984,Hammett,Barber,12,lost boys academy,neverland public schools,nps,nps54984,,yes
20717,Naomi,Mccullough,11,james gordon center for learning,gotham city public schools,gcps,gcps20717,,yes
31231,Damian,Curtis,11,james gordon center for learning,gotham city public schools,gcps,gcps31231,,yes
13648,Brynn,Rush,12,james gordon center for learning,gotham city public schools,gcps,gcps13648,healthcare,yes
96468,Grace,Wise,12,lost boys academy,neverland public schools,nps,nps96468,,no
74687,Nina,Bright,11,captain hook high school,neverland public schools,nps,nps74687,,yes
99940,Callum,Rosa,12,lost boys academy,neverland public schools,nps,nps99940,manufacturing,no
26429,Tyrone,Dejesus,10,captain hook high school,neverland public schools,nps,nps26429,,yes
98156,Bo,Whitaker,11,james gordon center for learning,gotham city public schools,gcps,gcps98156,healthcare,yes
18148,Acton,Macias,11,lost boys academy,neverland public schools,nps,nps18148,manufacturing,yes
56214,Chase,Hendricks,11,lucius fox high school,gotham city public schools,gcps,gcps56214,,no
35179,Quemby,Parks,10,captain hook high school,neverland public schools,nps,nps35179,manufacturing,yes
18867,Cleo,Logan,9,lucius fox high school,gotham city public schools,gcps,gcps18867,healthcare,yes
64323,Ruby,Schultz,9,lost boys academy,neverland public schools,nps,nps64323,,yes
85794,Francis,Olson,11,james gordon center for learning,gotham city public schools,gcps,gcps85794,healthcare,yes
83126,Dora,Alexander,10,lost boys academy,neverland public schools,nps,nps83126,,yes
27834,Ramona,Cherry,12,james gordon center for learning,gotham city public schools,gcps,gcps27834,,yes
43381,Addison,Foley,9,lucius fox high school,gotham city public schools,gcps,gcps43381,healthcare,yes
78751,Eaton,Ashley,12,captain hook high school,neverland public schools,nps,nps78751,manufacturing,yes
12159,Driscoll,Savage,10,lost boys academy,neverland public schools,nps,nps12159,manufacturing,yes
30466,Fulton,Bennett,11,james gordon center for learning,gotham city public schools,gcps,gcps30466,healthcare,yes
32853,Russell,Dodson,10,lucius fox high school,gotham city public schools,gcps,gcps32853,,yes
97306,Aiko,Reeves,11,captain hook high school,neverland public schools,nps,nps97306,,yes
